Acc	Acc	ch1	2	190326	190328
Acc	Acc	ch1	194317	209693	404010
Acc	Acc	ch1	404018	200745	604763
Acc	Acc	ch1	604780	11587	616367
Acc	Acc	ch1	616370	17740	634110
Acc	Acc	ch1	634222	328333	962555
Acc	Acc	ch1	962559	372433	1334992
Acc	Acc	ch1	1335014	1445	1336459
Acc	Acc	ch1	1336496	433548	1770044
Acc	Acc	ch1	1770127	480412	2250539
Acc	Acc	ch1	2268577	174853	2443430
Acc	Acc	ch1	2443438	287556	2730994
Acc	Acc	ch1	2731041	120017	2851058
Acc	Acc	ch1	2858980	156037	3015017
Acc	Acc	ch2	0	239247	239247
Acc	Acc	ch2	239257	30279	269536
Acc	Acc	ch2	269555	361186	630741
Acc	Acc	ch2	630753	439562	1070315
Acc	Don	ch1	588944	19247	608191
Acc	Don	ch1	2595214	5380	2600594
Acc	Don	ch1	2785648	8726	2794374
Don	Acc	ch1	2858980	156037	3015017
Don	Don	ch1	588944	19247	608191
Don	Don	ch1	2595214	5380	2600594
Don	Don	ch1	2785648	8726	2794374
