Acc	Acc	ch1	5	403951	403956
Acc	Acc	ch1	404003	200734	604737
Acc	Acc	ch1	604796	7203	611999
Acc	Acc	ch1	612005	4332	616337
Acc	Acc	ch1	616703	11252	627955
Acc	Acc	ch1	627993	3271	631264
Acc	Acc	ch1	631290	1417	632707
Acc	Acc	ch1	632720	1407	634127
Acc	Acc	ch1	634225	131255	765480
Acc	Acc	ch1	765512	197042	962554
Acc	Acc	ch1	962558	372246	1334804
Acc	Acc	ch1	1334805	1660	1336465
Acc	Acc	ch1	1336566	428583	1765149
Acc	Acc	ch1	1775881	473725	2249606
Acc	Acc	ch1	2259910	701	2260611
Acc	Acc	ch1	2306170	137251	2443421
Acc	Acc	ch1	2443453	517573	2961026
Acc	Acc	ch1	2961067	53962	3015029
Acc	Acc	ch2	0	220037	220037
Acc	Acc	ch2	220062	19215	239277
Acc	Acc	ch2	239291	96407	335698
Acc	Acc	ch2	335728	294989	630717
Acc	Acc	ch2	630773	439542	1070315
Acc	Don	ch1	551521	13390	564911
Acc	Don	ch1	564955	33110	598065
Acc	Don	ch1	598203	11069	609272
Acc	Don	ch1	1088346	6035	1094381
Acc	Don	ch1	1094487	5424	1099911
Don	Acc	ch1	2259910	701	2260611
Don	Don	ch1	551521	13390	564911
Don	Don	ch1	564955	33110	598065
Don	Don	ch1	598203	11069	609272
Don	Don	ch1	1088346	6035	1094381
Don	Don	ch1	1094487	5424	1099911
