Acc	Acc	ch1	9	206150	206159
Acc	Acc	ch1	224898	11670	236568
Acc	Acc	ch1	280005	123984	403989
Acc	Acc	ch1	404032	200707	604739
Acc	Acc	ch1	604764	2427	607191
Acc	Acc	ch1	607203	9027	616230
Acc	Acc	ch1	616356	17771	634127
Acc	Acc	ch1	634192	131291	765483
Acc	Acc	ch1	765516	197040	962556
Acc	Acc	ch1	962557	334153	1296710
Acc	Acc	ch1	1296750	63932	1360682
Acc	Acc	ch1	1360687	409536	1770223
Acc	Acc	ch1	1770233	174201	1944434
Acc	Acc	ch1	1944438	348608	2293046
Acc	Acc	ch1	2293049	20513	2313562
Acc	Acc	ch1	2313566	701437	3015003
Acc	Acc	ch2	0	93486	93486
Acc	Acc	ch2	115258	2023	117281
Acc	Acc	ch2	179087	40950	220037
Acc	Acc	ch2	220056	19171	239227
Acc	Acc	ch2	239267	344439	583706
Acc	Acc	ch2	601755	29231	630986
Acc	Acc	ch2	630992	439323	1070315
Acc	Don	ch1	2535806	18203	2554009
Acc	Don	ch1	2564272	19380	2583652
Acc	Don	ch2	91442	22389	113831
Acc	Don	ch2	114560	64689	179249
Acc	Don	ch2	621481	19290	640771
Don	Don	ch1	2535806	18203	2554009
Don	Don	ch1	2564272	19380	2583652
Don	Don	ch2	91442	22389	113831
Don	Don	ch2	114560	64689	179249
Don	Don	ch2	621481	19290	640771
