Acc	Acc	ch1	2	604742	604744
Acc	Acc	ch1	604776	3411	608187
Acc	Acc	ch1	608204	25970	634174
Acc	Acc	ch1	634192	92590	726782
Acc	Acc	ch1	726817	235736	962553
Acc	Acc	ch1	962559	109457	1072016
Acc	Acc	ch1	1085613	1700	1087313
Acc	Acc	ch1	1093335	5130	1098465
Acc	Acc	ch1	1104976	191721	1296697
Acc	Acc	ch1	1296705	473340	1770045
Acc	Acc	ch1	1770099	522940	2293039
Acc	Acc	ch1	2293057	668715	2961772
Acc	Acc	ch1	2967594	47430	3015024
Acc	Acc	ch2	0	103622	103622
Acc	Acc	ch2	132007	107259	239266
Acc	Acc	ch2	239280	30278	269558
Acc	Acc	ch2	269561	800754	1070315
Acc	Don	ch1	1712877	7842	1720719
Acc	Don	ch1	1723835	7922	1731757
Acc	Don	ch1	1732316	14646	1746962
Acc	Don	ch1	2896219	6600	2902819
Acc	Don	ch2	101356	31039	132395
Don	Acc	ch2	0	103622	103622
Don	Don	ch1	1712877	7842	1720719
Don	Don	ch1	1723835	7922	1731757
Don	Don	ch1	1732316	14646	1746962
Don	Don	ch1	2896219	6600	2902819
Don	Don	ch2	101356	31039	132395
