Acc	Acc	ch1	9	604728	604737
Acc	Acc	ch1	604791	11555	616346
Acc	Acc	ch1	616673	17487	634160
Acc	Acc	ch1	634180	328370	962550
Acc	Acc	ch1	962559	115478	1078037
Acc	Acc	ch1	1099766	196952	1296718
Acc	Acc	ch1	1296743	39705	1336448
Acc	Acc	ch1	1336458	433614	1770072
Acc	Acc	ch1	1770228	465163	2235391
Acc	Acc	ch1	2268034	25012	2293046
Acc	Acc	ch1	2293057	150389	2443446
Acc	Acc	ch1	2443474	287484	2730958
Acc	Acc	ch1	2731259	170174	2901433
Acc	Acc	ch1	2901436	113580	3015016
Acc	Acc	ch2	0	220078	220078
Acc	Acc	ch2	220116	19061	239177
Acc	Acc	ch2	239185	391501	630686
Acc	Acc	ch2	630768	439547	1070315
Acc	Don	ch1	589432	34253	623685
Acc	Don	ch1	1719194	22702	1741896
Don	Don	ch1	589432	34253	623685
Don	Don	ch1	1719194	22702	1741896
