Acc	Acc	ch1	5	594690	594695
Acc	Acc	ch1	594728	10021	604749
Acc	Acc	ch1	604785	11911	616696
Acc	Acc	ch1	616705	17427	634132
Acc	Acc	ch1	634232	92710	726942
Acc	Acc	ch1	726958	569682	1296640
Acc	Acc	ch1	1296642	473370	1770012
Acc	Acc	ch1	1770028	475724	2245752
Acc	Acc	ch1	2259791	818	2260609
Acc	Acc	ch1	2271480	171950	2443430
Acc	Acc	ch1	2443461	287407	2730868
Acc	Acc	ch1	2731068	229945	2961013
Acc	Acc	ch1	2961025	53989	3015014
Acc	Acc	ch2	0	1070315	1070315
Acc	Don	ch1	586081	11977	598058
Acc	Don	ch1	598225	14970	613195
Don	Acc	ch1	2259791	818	2260609
Don	Don	ch1	586081	11977	598058
Don	Don	ch1	598225	14970	613195
