Acc	Acc	ch1	9	256241	256250
Acc	Acc	ch1	256299	147684	403983
Acc	Acc	ch1	404077	190602	594679
Acc	Acc	ch1	594697	6224	600921
Acc	Acc	ch1	600951	3786	604737
Acc	Acc	ch1	605154	3280	608434
Acc	Acc	ch1	608736	3263	611999
Acc	Acc	ch1	612017	575	612592
Acc	Acc	ch1	612622	921	613543
Acc	Acc	ch1	613557	2754	616311
Acc	Acc	ch1	616699	4587	621286
Acc	Acc	ch1	621325	1472	622797
Acc	Acc	ch1	622851	1359	624210
Acc	Acc	ch1	624214	1315	625529
Acc	Acc	ch1	625554	2547	628101
Acc	Acc	ch1	628108	6019	634127
Acc	Acc	ch1	634192	4668	638860
Acc	Acc	ch1	638934	79979	718913
Acc	Acc	ch1	718914	955	719869
Acc	Acc	ch1	719874	1116	720990
Acc	Acc	ch1	721026	146382	867408
Acc	Acc	ch1	867474	59087	926561
Acc	Acc	ch1	926658	35892	962550
Acc	Acc	ch1	962559	22259	984818
Acc	Acc	ch1	984873	24691	1009564
Acc	Acc	ch1	1009595	215148	1224743
Acc	Acc	ch1	1224752	21035	1245787
Acc	Acc	ch1	1245826	31505	1277331
Acc	Acc	ch1	1277365	18476	1295841
Acc	Acc	ch1	1295889	40572	1336461
Acc	Acc	ch1	1336898	23784	1360682
Acc	Acc	ch1	1360697	204826	1565523
Acc	Acc	ch1	1565546	73322	1638868
Acc	Acc	ch1	1638869	46236	1685105
Acc	Acc	ch1	1685137	43446	1728583
Acc	Acc	ch1	1728685	41335	1770020
Acc	Acc	ch1	1770244	10585	1780829
Acc	Acc	ch1	1780847	1994	1782841
Acc	Acc	ch1	1782864	161565	1944429
Acc	Acc	ch1	1944436	22173	1966609
Acc	Acc	ch1	1966748	45796	2012544
Acc	Acc	ch1	2012571	237171	2249742
Acc	Acc	ch1	2269488	2426	2271914
Acc	Acc	ch1	2272570	20474	2293044
Acc	Acc	ch1	2293086	13721	2306807
Acc	Acc	ch1	2306829	6736	2313565
Acc	Acc	ch1	2313566	12966	2326532
Acc	Acc	ch1	2326581	871	2327452
Acc	Acc	ch1	2327664	513	2328177
Acc	Acc	ch1	2328179	688	2328867
Acc	Acc	ch1	2328953	35853	2364806
Acc	Acc	ch1	2364816	78605	2443421
Acc	Acc	ch1	2443462	287517	2730979
Acc	Acc	ch1	2731247	139869	2871116
Acc	Acc	ch1	2871131	9901	2881032
Acc	Acc	ch1	2881033	10957	2891990
Acc	Acc	ch1	2891994	67799	2959793
Acc	Acc	ch1	2959794	1180	2960974
Acc	Acc	ch1	2961079	53918	3014997
Acc	Acc	ch2	0	117198	117198
Acc	Acc	ch2	117219	102574	219793
Acc	Acc	ch2	219794	2131	221925
Acc	Acc	ch2	221952	17225	239177
Acc	Acc	ch2	239280	30256	269536
Acc	Acc	ch2	269557	66069	335626
Acc	Acc	ch2	335756	228198	563954
Acc	Acc	ch2	563994	698	564692
Acc	Acc	ch2	564739	567	565306
Acc	Acc	ch2	565323	65339	630662
Acc	Acc	ch2	631013	201810	832823
Acc	Acc	ch2	832824	161708	994532
Acc	Acc	ch2	994537	75728	1070265
Acc	Don	ch1	584047	2465	586512
Acc	Don	ch1	588090	20994	609084
Don	Don	ch1	584047	2465	586512
Don	Don	ch1	588090	20994	609084
