LOG,FWD,chr1,1,10000,7412,17412,0,0,0
LOG,REV,chr1,1,10000,-1,-1,-1,-1,-1
LOG,FWD,chr1,10001,20000,17412,27412,0,0,0
LOG,REV,chr1,10001,20000,-1,-1,-1,-1,-1
LOG,FWD,chr1,20001,30000,27412,37412,0,0,0
LOG,REV,chr1,20001,30000,-1,-1,-1,-1,-1
LOG,FWD,chr1,30001,40000,37412,47412,0,0,0
LOG,REV,chr1,30001,40000,-1,-1,-1,-1,-1
LOG,FWD,chr1,40001,50000,47412,57411,1,1,0
LOG,REV,chr1,40001,50000,2677746,2687830,1206,3592,3676
LOG,FWD,chr1,50001,60000,57411,67411,4,0,0
LOG,REV,chr1,50001,60000,-1,-1,-1,-1,-1
LOG,FWD,chr1,60001,70000,67411,77411,0,0,0
LOG,REV,chr1,60001,70000,-1,-1,-1,-1,-1
LOG,FWD,chr1,70001,80000,77411,87411,0,0,0
LOG,REV,chr1,70001,80000,-1,-1,-1,-1,-1
LOG,FWD,chr1,80001,90000,87411,97411,0,0,0
LOG,REV,chr1,80001,90000,-1,-1,-1,-1,-1
LOG,FWD,chr1,90001,100000,97411,107411,0,0,0
LOG,REV,chr1,90001,100000,-1,-1,-1,-1,-1
LOG,FWD,chr1,100001,110000,107411,117411,0,0,0
LOG,REV,chr1,100001,110000,-1,-1,-1,-1,-1
LOG,FWD,chr1,110001,120000,117411,127411,0,0,0
LOG,REV,chr1,110001,120000,-1,-1,-1,-1,-1
LOG,FWD,chr1,120001,130000,127411,137411,0,0,0
LOG,REV,chr1,120001,130000,-1,-1,-1,-1,-1
LOG,FWD,chr1,130001,140000,137411,147411,0,0,0
LOG,REV,chr1,130001,140000,-1,-1,-1,-1,-1
LOG,FWD,chr1,140001,150000,147411,157411,248,702,702
LOG,REV,chr1,140001,150000,2932394,2942649,697,1924,2179
LOG,FWD,chr1,150001,160000,325033,334831,1045,3187,2985
LOG,REV,chr1,150001,160000,2922392,2938115,31,95,5818
LOG,FWD,chr1,160001,170000,-1,-1,-1,-1,-1
LOG,REV,chr1,160001,170000,2912392,2922392,0,0,0
LOG,FWD,chr1,170001,180000,-1,-1,-1,-1,-1
LOG,REV,chr1,170001,180000,2902393,2912392,1,1,0
LOG,FWD,chr1,180001,190000,-1,-1,-1,-1,-1
LOG,REV,chr1,180001,190000,2892393,2902393,0,0,0
LOG,FWD,chr1,190001,200000,-1,-1,-1,-1,-1
LOG,REV,chr1,190001,200000,2882393,2892393,0,0,0
LOG,FWD,chr1,200001,210000,-1,-1,-1,-1,-1
LOG,REV,chr1,200001,210000,2872392,2882393,2,0,1
LOG,FWD,chr1,210001,220000,-1,-1,-1,-1,-1
LOG,REV,chr1,210001,220000,2862392,2872392,0,0,0
LOG,FWD,chr1,220001,230000,-1,-1,-1,-1,-1
LOG,REV,chr1,220001,230000,2852392,2862392,0,0,0
LOG,FWD,chr1,230001,240000,-1,-1,-1,-1,-1
LOG,REV,chr1,230001,240000,2842392,2852392,0,0,0
LOG,FWD,chr1,240001,250000,-1,-1,-1,-1,-1
LOG,REV,chr1,240001,250000,2832393,2842392,1,1,0
LOG,FWD,chr1,250001,260000,-1,-1,-1,-1,-1
LOG,REV,chr1,250001,260000,2822393,2832393,0,0,0
LOG,FWD,chr1,260001,270000,-1,-1,-1,-1,-1
LOG,REV,chr1,260001,270000,2812393,2822393,0,0,0
LOG,FWD,chr1,270001,280000,-1,-1,-1,-1,-1
LOG,REV,chr1,270001,280000,2802393,2812393,0,0,0
LOG,FWD,chr1,280001,290000,-1,-1,-1,-1,-1
LOG,REV,chr1,280001,290000,2792393,2802393,0,0,0
LOG,FWD,chr1,290001,300000,-1,-1,-1,-1,-1
LOG,REV,chr1,290001,300000,2782393,2792393,0,0,0
LOG,FWD,chr1,300001,310000,-1,-1,-1,-1,-1
LOG,REV,chr1,300001,310000,2772393,2782393,0,0,0
LOG,FWD,chr1,310001,320000,-1,-1,-1,-1,-1
LOG,REV,chr1,310001,320000,2762393,2772393,0,0,0
LOG,FWD,chr1,320001,330000,-1,-1,-1,-1,-1
LOG,REV,chr1,320001,330000,2752393,2762393,0,0,0
LOG,FWD,chr1,330001,340000,-1,-1,-1,-1,-1
LOG,REV,chr1,330001,340000,2742393,2752393,0,0,0
LOG,FWD,chr1,340001,350000,-1,-1,-1,-1,-1
LOG,REV,chr1,340001,350000,2732394,2742393,1,1,0
LOG,FWD,chr1,350001,360000,-1,-1,-1,-1,-1
LOG,REV,chr1,350001,360000,2722394,2732394,0,0,0
LOG,FWD,chr1,360001,370000,-1,-1,-1,-1,-1
LOG,REV,chr1,360001,370000,2712394,2722394,0,0,0
LOG,FWD,chr1,370001,380000,-1,-1,-1,-1,-1
LOG,REV,chr1,370001,380000,2702394,2712394,0,0,0
LOG,FWD,chr1,380001,390000,-1,-1,-1,-1,-1
LOG,REV,chr1,380001,390000,2692394,2702394,0,0,0
LOG,FWD,chr1,390001,400000,-1,-1,-1,-1,-1
LOG,REV,chr1,390001,400000,2682394,2692394,2,0,0
LOG,FWD,chr1,400001,410000,761780,771720,896,2769,2709
LOG,REV,chr1,400001,410000,2672394,2682394,1,0,0
LOG,FWD,chr1,410001,420000,-1,-1,-1,-1,-1
LOG,REV,chr1,410001,420000,2662394,2672394,0,0,0
LOG,FWD,chr1,420001,430000,139998,149998,1881,5483,5483
LOG,REV,chr1,420001,430000,2652395,2662394,1,1,0
LOG,FWD,chr1,430001,440000,-1,-1,-1,-1,-1
LOG,REV,chr1,430001,440000,2642395,2652395,0,0,0
LOG,FWD,chr1,440001,450000,-1,-1,-1,-1,-1
LOG,REV,chr1,440001,450000,2632395,2642395,0,0,0
LOG,FWD,chr1,450001,460000,-1,-1,-1,-1,-1
LOG,REV,chr1,450001,460000,2622395,2632395,0,0,0
LOG,FWD,chr1,460001,470000,-1,-1,-1,-1,-1
LOG,REV,chr1,460001,470000,2612396,2622395,1,1,0
LOG,FWD,chr1,470001,480000,-1,-1,-1,-1,-1
LOG,REV,chr1,470001,480000,2602396,2612396,0,0,0
LOG,FWD,chr1,480001,490000,-1,-1,-1,-1,-1
LOG,REV,chr1,480001,490000,2592396,2602396,0,0,0
LOG,FWD,chr1,490001,500000,-1,-1,-1,-1,-1
LOG,REV,chr1,490001,500000,2582396,2592396,1,0,0
LOG,FWD,chr1,500001,510000,-1,-1,-1,-1,-1
LOG,REV,chr1,500001,510000,2572396,2582396,1,0,0
LOG,FWD,chr1,510001,520000,-1,-1,-1,-1,-1
LOG,REV,chr1,510001,520000,2562397,2572396,1,1,0
LOG,FWD,chr1,520001,530000,-1,-1,-1,-1,-1
LOG,REV,chr1,520001,530000,2552397,2562397,0,0,0
LOG,FWD,chr1,530001,540000,-1,-1,-1,-1,-1
LOG,REV,chr1,530001,540000,2542397,2552397,0,0,0
LOG,FWD,chr1,540001,550000,-1,-1,-1,-1,-1
LOG,REV,chr1,540001,550000,2532397,2542397,0,0,0
LOG,FWD,chr1,550001,560000,-1,-1,-1,-1,-1
LOG,REV,chr1,550001,560000,2522397,2532397,0,0,0
LOG,FWD,chr1,560001,570000,-1,-1,-1,-1,-1
LOG,REV,chr1,560001,570000,2512397,2522397,0,0,0
