LOG,FWD,chr1,1,10000,1,10001,0,0,0
LOG,REV,chr1,1,10000,1709936,1719936,1859,5516,5516
LOG,FWD,chr1,10001,20000,10001,20001,0,0,0
LOG,REV,chr1,10001,20000,-1,-1,-1,-1,-1
LOG,FWD,chr1,20001,30000,20001,30001,2,0,0
LOG,REV,chr1,20001,30000,1773140,1783140,1789,5664,5664
LOG,FWD,chr1,30001,40000,30001,40001,0,0,0
LOG,REV,chr1,30001,40000,-1,-1,-1,-1,-1
LOG,FWD,chr1,40001,50000,40001,50001,0,0,0
LOG,REV,chr1,40001,50000,2768930,2779014,1165,3467,3551
LOG,FWD,chr1,50001,60000,50001,60001,1570,4692,4692
LOG,REV,chr1,50001,60000,2758930,2768930,2,0,0
LOG,FWD,chr1,60001,70000,-1,-1,-1,-1,-1
LOG,REV,chr1,60001,70000,2748930,2758930,2,0,0
LOG,FWD,chr1,70001,80000,-1,-1,-1,-1,-1
LOG,REV,chr1,70001,80000,2738930,2748930,0,0,0
LOG,FWD,chr1,80001,90000,-1,-1,-1,-1,-1
LOG,REV,chr1,80001,90000,2729272,2738930,2,342,0
LOG,FWD,chr1,90001,100000,-1,-1,-1,-1,-1
LOG,REV,chr1,90001,100000,2719272,2729272,1,0,0
LOG,FWD,chr1,100001,110000,-1,-1,-1,-1,-1
LOG,REV,chr1,100001,110000,2709272,2719272,1,0,0
LOG,FWD,chr1,110001,120000,-1,-1,-1,-1,-1
LOG,REV,chr1,110001,120000,2699272,2709272,0,0,0
LOG,FWD,chr1,120001,130000,-1,-1,-1,-1,-1
LOG,REV,chr1,120001,130000,2683728,2693747,768,2335,2354
LOG,FWD,chr1,130001,140000,143831,153577,906,3008,2754
LOG,REV,chr1,130001,140000,2673728,2683728,1,0,0
LOG,FWD,chr1,140001,150000,-1,-1,-1,-1,-1
LOG,REV,chr1,140001,150000,2663728,2673728,0,0,0
LOG,FWD,chr1,150001,160000,-1,-1,-1,-1,-1
LOG,REV,chr1,150001,160000,2653728,2663728,0,0,0
LOG,FWD,chr1,160001,170000,-1,-1,-1,-1,-1
LOG,REV,chr1,160001,170000,2643728,2653728,0,0,0
LOG,FWD,chr1,170001,180000,-1,-1,-1,-1,-1
LOG,REV,chr1,170001,180000,2633728,2643728,0,0,0
LOG,FWD,chr1,180001,190000,-1,-1,-1,-1,-1
LOG,REV,chr1,180001,190000,2623728,2633728,0,0,0
LOG,FWD,chr1,190001,200000,-1,-1,-1,-1,-1
LOG,REV,chr1,190001,200000,2613721,2623728,1,0,7
LOG,FWD,chr1,200001,210000,-1,-1,-1,-1,-1
LOG,REV,chr1,200001,210000,2603721,2613721,0,0,0
LOG,FWD,chr1,210001,220000,-1,-1,-1,-1,-1
LOG,REV,chr1,210001,220000,2593721,2603721,0,0,0
LOG,FWD,chr1,220001,230000,-1,-1,-1,-1,-1
LOG,REV,chr1,220001,230000,2583721,2593721,0,0,0
LOG,FWD,chr1,230001,240000,-1,-1,-1,-1,-1
LOG,REV,chr1,230001,240000,2573721,2583721,0,0,0
LOG,FWD,chr1,240001,250000,-1,-1,-1,-1,-1
LOG,REV,chr1,240001,250000,2563721,2573721,0,0,0
LOG,FWD,chr1,250001,260000,-1,-1,-1,-1,-1
LOG,REV,chr1,250001,260000,2553719,2563721,3,0,2
LOG,FWD,chr1,260001,270000,-1,-1,-1,-1,-1
LOG,REV,chr1,260001,270000,2543719,2553719,550,1561,1561
LOG,FWD,chr1,270001,280000,-1,-1,-1,-1,-1
LOG,REV,chr1,270001,280000,2533373,2543373,1423,3565,3565
LOG,FWD,chr1,280001,290000,-1,-1,-1,-1,-1
LOG,REV,chr1,280001,290000,2523373,2533373,1,0,0
LOG,FWD,chr1,290001,300000,-1,-1,-1,-1,-1
LOG,REV,chr1,290001,300000,2513367,2523373,1,0,6
LOG,FWD,chr1,300001,310000,-1,-1,-1,-1,-1
LOG,REV,chr1,300001,310000,2503367,2513367,1,0,0
LOG,FWD,chr1,310001,320000,-1,-1,-1,-1,-1
LOG,REV,chr1,310001,320000,2493367,2503367,0,0,0
LOG,FWD,chr1,320001,330000,-1,-1,-1,-1,-1
LOG,REV,chr1,320001,330000,2483367,2493367,0,0,0
LOG,FWD,chr1,330001,340000,-1,-1,-1,-1,-1
LOG,REV,chr1,330001,340000,2473367,2483367,0,0,0
LOG,FWD,chr1,340001,350000,-1,-1,-1,-1,-1
LOG,REV,chr1,340001,350000,2463368,2473367,1,1,0
LOG,FWD,chr1,350001,360000,-1,-1,-1,-1,-1
LOG,REV,chr1,350001,360000,2453362,2463368,1,0,6
LOG,FWD,chr1,360001,370000,-1,-1,-1,-1,-1
LOG,REV,chr1,360001,370000,2443362,2453362,0,0,0
LOG,FWD,chr1,370001,380000,-1,-1,-1,-1,-1
LOG,REV,chr1,370001,380000,2433362,2443362,0,0,0
LOG,FWD,chr1,380001,390000,-1,-1,-1,-1,-1
LOG,REV,chr1,380001,390000,2423362,2433362,1,0,0
LOG,FWD,chr1,390001,400000,-1,-1,-1,-1,-1
LOG,REV,chr1,390001,400000,2413362,2423362,0,0,0
LOG,FWD,chr1,400001,410000,-1,-1,-1,-1,-1
LOG,REV,chr1,400001,410000,2403362,2413362,0,0,0
LOG,FWD,chr1,410001,420000,-1,-1,-1,-1,-1
LOG,REV,chr1,410001,420000,2393362,2403362,1,0,0
