LOG,FWD,chr2,1,10000,1,9874,118,146,19
LOG,REV,chr2,1,10000,-1,-1,-1,-1,-1
LOG,FWD,chr2,10001,20000,9874,19881,204,45,52
LOG,REV,chr2,10001,20000,-1,-1,-1,-1,-1
LOG,FWD,chr2,20001,30000,19881,29857,358,230,206
LOG,REV,chr2,20001,30000,-1,-1,-1,-1,-1
LOG,FWD,chr2,30001,40000,29857,39849,206,47,39
LOG,REV,chr2,30001,40000,-1,-1,-1,-1,-1
LOG,FWD,chr2,40001,50000,39849,49853,94,2,6
LOG,REV,chr2,40001,50000,-1,-1,-1,-1,-1
LOG,FWD,chr2,50001,60000,49853,59864,561,1509,1520
LOG,REV,chr2,50001,60000,-1,-1,-1,-1,-1
LOG,FWD,chr2,60001,70000,61519,71715,139,45,241
LOG,REV,chr2,60001,70000,-1,-1,-1,-1,-1
LOG,FWD,chr2,70001,80000,71715,81715,121,4,4
LOG,REV,chr2,70001,80000,-1,-1,-1,-1,-1
LOG,FWD,chr2,80001,90000,81715,91714,61,2,1
LOG,REV,chr2,80001,90000,-1,-1,-1,-1,-1
LOG,FWD,chr2,90001,100000,91714,101714,78,2,2
LOG,REV,chr2,90001,100000,-1,-1,-1,-1,-1
LOG,FWD,chr2,100001,110000,101714,111813,388,173,272
LOG,REV,chr2,100001,110000,-1,-1,-1,-1,-1
LOG,FWD,chr2,110001,120000,111813,121813,88,2,2
LOG,REV,chr2,110001,120000,-1,-1,-1,-1,-1
LOG,FWD,chr2,120001,130000,121813,131816,81,0,3
LOG,REV,chr2,120001,130000,-1,-1,-1,-1,-1
LOG,FWD,chr2,130001,140000,131816,141816,150,6,6
LOG,REV,chr2,130001,140000,-1,-1,-1,-1,-1
LOG,FWD,chr2,140001,150000,141816,151816,1809,5235,5235
LOG,REV,chr2,140001,150000,-1,-1,-1,-1,-1
LOG,FWD,chr2,150001,160000,151496,161623,410,232,359
LOG,REV,chr2,150001,160000,-1,-1,-1,-1,-1
LOG,FWD,chr2,160001,170000,161623,171625,805,1556,1558
LOG,REV,chr2,160001,170000,-1,-1,-1,-1,-1
LOG,FWD,chr2,170001,180000,171628,181629,100,3,4
LOG,REV,chr2,170001,180000,-1,-1,-1,-1,-1
LOG,FWD,chr2,180001,190000,181629,191635,156,37,43
LOG,REV,chr2,180001,190000,-1,-1,-1,-1,-1
LOG,FWD,chr2,190001,200000,191635,201623,145,46,34
LOG,REV,chr2,190001,200000,-1,-1,-1,-1,-1
LOG,FWD,chr2,200001,210000,201623,211619,117,7,3
LOG,REV,chr2,200001,210000,-1,-1,-1,-1,-1
LOG,FWD,chr2,210001,220000,211619,221614,1111,2639,2634
LOG,REV,chr2,210001,220000,-1,-1,-1,-1,-1
LOG,FWD,chr2,220001,230000,223549,233549,1212,3332,3332
LOG,REV,chr2,220001,230000,-1,-1,-1,-1,-1
LOG,FWD,chr2,230001,240000,233620,243620,1373,3995,3995
LOG,REV,chr2,230001,240000,-1,-1,-1,-1,-1
LOG,FWD,chr2,240001,250000,244696,254695,94,2,1
