Acc	Acc	ch1	5	182683	182688
Acc	Acc	ch1	182692	221252	403944
Acc	Acc	ch1	404077	176777	580854
Acc	Acc	ch1	580925	13755	594680
Acc	Acc	ch1	594681	6240	600921
Acc	Acc	ch1	600933	2129	603062
Acc	Acc	ch1	603095	1659	604754
Acc	Acc	ch1	604761	3428	608189
Acc	Acc	ch1	608204	3339	611543
Acc	Acc	ch1	611552	2010	613562
Acc	Acc	ch1	613574	3075	616649
Acc	Acc	ch1	616724	1447	618171
Acc	Acc	ch1	618176	4607	622783
Acc	Acc	ch1	622838	1101	623939
Acc	Acc	ch1	623941	3967	627908
Acc	Acc	ch1	628857	3525	632382
Acc	Acc	ch1	632383	1494	633877
Acc	Acc	ch1	634252	4659	638911
Acc	Acc	ch1	638918	88114	727032
Acc	Acc	ch1	727039	38428	765467
Acc	Acc	ch1	765489	197060	962549
Acc	Acc	ch1	962559	261883	1224442
Acc	Acc	ch1	1224458	21356	1245814
Acc	Acc	ch1	1245846	50833	1296679
Acc	Acc	ch1	1296752	39707	1336459
Acc	Acc	ch1	1336524	24166	1360690
Acc	Acc	ch1	1360691	340543	1701234
Acc	Acc	ch1	1701244	68776	1770020
Acc	Acc	ch1	1770237	10600	1780837
Acc	Acc	ch1	1780852	93122	1873974
Acc	Acc	ch1	1886883	57541	1944424
Acc	Acc	ch1	1944460	22205	1966665
Acc	Acc	ch1	1966724	243173	2209897
Acc	Acc	ch1	2209906	117692	2327598
Acc	Acc	ch1	2327640	58867	2386507
Acc	Acc	ch1	2386544	344298	2730842
Acc	Acc	ch1	2731259	31756	2763015
Acc	Acc	ch1	2763038	119734	2882772
Acc	Acc	ch1	2882799	18589	2901388
Acc	Acc	ch1	2901557	113448	3015005
Acc	Acc	ch2	0	117160	117160
Acc	Acc	ch2	117196	66378	183574
Acc	Acc	ch2	194944	11886	206830
Acc	Acc	ch2	206833	12546	219379
Acc	Acc	ch2	219389	16573	235962
Acc	Acc	ch2	235963	3226	239189
Acc	Acc	ch2	239292	324555	563847
Acc	Acc	ch2	563848	66904	630752
Acc	Acc	ch2	630795	58641	689436
Acc	Acc	ch2	707744	125032	832776
Acc	Acc	ch2	832927	237388	1070315
Acc	Don	ch1	965586	13586	979172
Acc	Don	ch2	182479	12003	194482
Acc	Don	ch2	719679	18978	738657
Don	Don	ch1	965586	13586	979172
Don	Don	ch2	182479	12003	194482
Don	Don	ch2	719679	18978	738657
