Acc	Acc	ch1	4	403977	403981
Acc	Acc	ch1	404003	230134	634137
Acc	Acc	ch1	634186	1548604	2182790
Acc	Acc	ch1	2251792	1171	2252963
Acc	Acc	ch1	2259884	722	2260606
Acc	Acc	ch1	2297378	801	2298179
Acc	Acc	ch1	2300555	142874	2443429
Acc	Acc	ch1	2443462	261416	2704878
Acc	Acc	ch1	2704879	26105	2730984
Acc	Acc	ch1	2731049	283978	3015027
Acc	Acc	ch2	0	479354	479354
Acc	Acc	ch2	487046	583269	1070315
Acc	Don	ch1	557115	3111	560226
Acc	Don	ch1	560276	37789	598065
Acc	Don	ch1	598225	8023	606248
Acc	Don	ch1	606281	69997	676278
Acc	Don	ch2	516170	8833	525003
Don	Acc	ch1	2259884	722	2260606
Don	Acc	ch2	479490	601	480091
Don	Don	ch1	557115	3111	560226
Don	Don	ch1	560276	37789	598065
Don	Don	ch1	598225	8023	606248
Don	Don	ch1	606281	69997	676278
Don	Don	ch2	516170	8833	525003
