Acc	Acc	ch1	5	403951	403956
Acc	Acc	ch1	404068	176846	580914
Acc	Acc	ch1	580920	23824	604744
Acc	Acc	ch1	604817	3335	608152
Acc	Acc	ch1	608202	3727	611929
Acc	Acc	ch1	612011	4661	616672
Acc	Acc	ch1	616694	12249	628943
Acc	Acc	ch1	628950	2312	631262
Acc	Acc	ch1	631298	2553	633851
Acc	Acc	ch1	634189	4713	638902
Acc	Acc	ch1	638963	87814	726777
Acc	Acc	ch1	726958	54956	781914
Acc	Acc	ch1	781974	359073	1141047
Acc	Acc	ch1	1141050	104766	1245816
Acc	Acc	ch1	1245839	50861	1296700
Acc	Acc	ch1	1296750	63932	1360682
Acc	Acc	ch1	1360689	367103	1727792
Acc	Acc	ch1	1727795	800	1728595
Acc	Acc	ch1	1728606	41406	1770012
Acc	Acc	ch1	1770196	10665	1780861
Acc	Acc	ch1	1780880	163559	1944439
Acc	Acc	ch1	1944499	265424	2209923
Acc	Acc	ch1	2209925	83124	2293049
Acc	Acc	ch1	2293052	150364	2443416
Acc	Acc	ch1	2443474	287434	2730908
Acc	Acc	ch1	2731041	283962	3015003
Acc	Acc	ch2	0	221055	221055
Acc	Acc	ch2	221062	19186	240248
Acc	Acc	ch2	240296	391502	631798
Acc	Acc	ch2	631802	33954	665756
Acc	Acc	ch2	684272	1044	685316
Acc	Acc	ch2	710068	3631	713699
Acc	Acc	ch2	733754	111891	845645
Acc	Acc	ch2	845647	150266	995913
Acc	Acc	ch2	996004	75319	1071323
Acc	Don	ch2	696868	43412	740280
Acc	Don	ch2	742419	21361	763780
Don	Acc	ch2	684272	1044	685316
Don	Don	ch2	696868	43412	740280
Don	Don	ch2	742419	21361	763780
