Acc	Acc	ch1	17	251189	251206
Acc	Acc	ch1	251221	152768	403989
Acc	Acc	ch1	404032	190633	594665
Acc	Acc	ch1	594679	10065	604744
Acc	Acc	ch1	604803	2403	607206
Acc	Acc	ch1	608221	3331	611552
Acc	Acc	ch1	611570	4597	616167
Acc	Acc	ch1	616719	6085	622804
Acc	Acc	ch1	622824	9743	632567
Acc	Acc	ch1	632626	1225	633851
Acc	Acc	ch1	634222	4711	638933
Acc	Acc	ch1	638947	87830	726777
Acc	Acc	ch1	726952	607852	1334804
Acc	Acc	ch1	1335014	1445	1336459
Acc	Acc	ch1	1336941	372320	1709261
Acc	Acc	ch1	1709270	34166	1743436
Acc	Acc	ch1	1743449	26613	1770062
Acc	Acc	ch1	1770238	242352	2012590
Acc	Acc	ch1	2012624	280422	2293046
Acc	Acc	ch1	2293058	20496	2313554
Acc	Acc	ch1	2313580	14020	2327600
Acc	Acc	ch1	2327612	115814	2443426
Acc	Acc	ch1	2443474	287561	2731035
Acc	Acc	ch1	2731282	31745	2763027
Acc	Acc	ch1	2763037	109080	2872117
Acc	Acc	ch1	2872132	799	2872931
Acc	Acc	ch1	2872965	28454	2901419
Acc	Acc	ch1	2901676	113353	3015029
Acc	Acc	ch2	0	3293	3293
Acc	Acc	ch2	3376	113852	117228
Acc	Acc	ch2	117237	103787	221024
Acc	Acc	ch2	221080	19105	240185
Acc	Acc	ch2	240763	95930	336693
Acc	Acc	ch2	336730	73793	410523
Acc	Acc	ch2	410526	123740	534266
Acc	Acc	ch2	559714	5239	564953
Acc	Acc	ch2	565010	710	565720
Acc	Acc	ch2	565724	65990	631714
Acc	Acc	ch2	631732	48024	679756
Acc	Acc	ch2	708254	120642	828896
Acc	Acc	ch2	828901	4891	833792
Acc	Acc	ch2	833829	161010	994839
Acc	Acc	ch2	994867	76464	1071331
Acc	Don	ch2	570534	26702	597236
Acc	Don	ch2	709073	28818	737891
Don	Don	ch2	570534	26702	597236
Don	Don	ch2	709073	28818	737891
