Acc	Acc	ch1	7	242551	242558
Acc	Acc	ch1	242594	161362	403956
Acc	Acc	ch1	404049	190622	594671
Acc	Acc	ch1	594728	9994	604722
Acc	Acc	ch1	604881	2330	607211
Acc	Acc	ch1	607271	1165	608436
Acc	Acc	ch1	608759	4794	613553
Acc	Acc	ch1	613600	2508	616108
Acc	Acc	ch1	616697	6002	622699
Acc	Acc	ch1	622808	822	623630
Acc	Acc	ch1	623701	1834	625535
Acc	Acc	ch1	625542	7164	632706
Acc	Acc	ch1	632744	1107	633851
Acc	Acc	ch1	634192	4706	638898
Acc	Acc	ch1	638914	81180	720094
Acc	Acc	ch1	720121	45366	765487
Acc	Acc	ch1	765498	197047	962545
Acc	Acc	ch1	962559	148289	1110848
Acc	Acc	ch1	1110904	30100	1141004
Acc	Acc	ch1	1141005	155715	1296720
Acc	Acc	ch1	1296746	38063	1334809
Acc	Acc	ch1	1335025	1678	1336703
Acc	Acc	ch1	1336718	23964	1360682
Acc	Acc	ch1	1360698	204820	1565518
Acc	Acc	ch1	1565519	135695	1701214
Acc	Acc	ch1	1701234	68811	1770045
Acc	Acc	ch1	1770240	10575	1780815
Acc	Acc	ch1	1780884	429029	2209913
Acc	Acc	ch1	2209925	83119	2293044
Acc	Acc	ch1	2293074	33493	2326567
Acc	Acc	ch1	2326583	999	2327582
Acc	Acc	ch1	2327625	58887	2386512
Acc	Acc	ch1	2386531	344372	2730903
Acc	Acc	ch1	2731026	148986	2880012
Acc	Acc	ch1	2880018	81016	2961034
Acc	Acc	ch1	2961072	53925	3014997
Acc	Acc	ch2	0	104605	104605
Acc	Acc	ch2	104627	12572	117199
Acc	Acc	ch2	117206	103299	220505
Acc	Acc	ch2	220520	520	221040
Acc	Acc	ch2	221141	19105	240246
Acc	Acc	ch2	240356	96345	336701
Acc	Acc	ch2	336753	228217	564970
Acc	Acc	ch2	564980	958	565938
Acc	Acc	ch2	565947	65755	631702
Acc	Acc	ch2	631771	49445	681216
Acc	Acc	ch2	696117	149528	845645
Acc	Acc	ch2	845647	150264	995911
Acc	Acc	ch2	995960	75371	1071331
Acc	Don	ch2	709993	17403	727396
Don	Don	ch2	709993	17403	727396
