Acc	Acc	ch1	1	533311	533312
Acc	Acc	ch1	546983	87154	634137
Acc	Acc	ch1	634183	92819	727002
Acc	Acc	ch1	727022	167269	894291
Acc	Acc	ch1	900881	33834	934715
Acc	Acc	ch1	941657	20894	962551
Acc	Acc	ch1	962559	276304	1238863
Acc	Acc	ch1	1240177	1774847	3015024
Acc	Acc	ch2	0	43967	43967
Acc	Acc	ch2	160551	404180	564731
Acc	Acc	ch2	564747	65928	630675
Acc	Acc	ch2	630706	115115	745821
Acc	Acc	ch2	763718	80911	844629
Acc	Acc	ch2	844631	225684	1070315
Acc	Don	ch1	1876256	7898	1884154
Acc	Don	ch1	1917039	7869	1924908
Acc	Don	ch1	2269345	14571	2283916
Acc	Don	ch2	43533	117172	160705
Acc	Don	ch2	769865	17514	787379
Don	Acc	ch2	160551	404180	564731
Don	Don	ch1	1876256	7898	1884154
Don	Don	ch1	1917039	7869	1924908
Don	Don	ch1	2269345	14571	2283916
Don	Don	ch2	43533	117172	160705
Don	Don	ch2	769865	17514	787379
