Acc	Acc	ch1	7	634155	634162
Acc	Acc	ch1	634192	328342	962534
Acc	Acc	ch1	962559	58994	1021553
Acc	Acc	ch1	1051859	244838	1296697
Acc	Acc	ch1	1296733	63956	1360689
Acc	Acc	ch1	1360696	409355	1770051
Acc	Acc	ch1	1770053	1244971	3015024
Acc	Acc	ch2	0	114964	114964
Acc	Acc	ch2	149997	5155	155152
Acc	Acc	ch2	159289	934	160223
Acc	Acc	ch2	174203	896112	1070315
Acc	Don	ch1	1766223	31513	1797736
Acc	Don	ch2	112759	37645	150404
Acc	Don	ch2	154735	4900	159635
Acc	Don	ch2	159671	15646	175317
Don	Acc	ch2	159289	934	160223
Don	Don	ch1	1766223	31513	1797736
Don	Don	ch2	112759	37645	150404
Don	Don	ch2	154735	4900	159635
Don	Don	ch2	159671	15646	175317
